questions,output
I had unprotected sex 7 or so days before my periodthree days later I had light bloodthat lasted for two days instead of usual 7. Am I pregnant?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Primary Care"",
    ""Sexual Health""
  ],
  ""symptoms"": [
    ""light bleeding""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Anxious"",
  ""urgency_level"": ""Medium""
}"
"I have a rash or damage skin on my stomach area and a little on my arms. The rash itches, red, flaky. I wanted to know what u thoughs were?","{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Dermatology"",
    ""Allergy & Immunology"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""rash"",
    ""itching"",
    ""redness"",
    ""flakiness""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Medium""
}"
"I have been on klonopin (clonazepam) for my gad for about 4 years, 2mg a day. How long will the withdrawals last? Or when is it out of my system?","{
  ""department"": ""Mental Health"",
  ""accepted_department"": [
    ""Mental Health"",
    ""Neurology"",
    ""Substance Abuse""
  ],
  ""symptoms"": [],
  ""condition"": ""Generalized Anxiety Disorder"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
I have been tested for every STD everything came back normal the only problem is my pH is at 8 how do I lower to 4?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Urology"",
    ""Infectious Disease""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"I have hemorrhoids that are bleeding & painful. Have done sitz baths, using prep h wipes & cream. Nothing is helping. Please advise?","{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Proctology"",
    ""General Surgery""
  ],
  ""symptoms"": [
    ""bleeding"",
    ""pain""
  ],
  ""condition"": ""Hemorrhoids"",
  ""sentiment"": ""Frustrated"",
  ""urgency_level"": ""Medium""
}"
"I just found out today that I have chlamydia, but I breastfeed.  Is it possible that my child could have it to?","{
  ""department"": ""Infectious Disease"",
  ""accepted_department"": [
    ""Infectious Disease"",
    ""Pediatrics"",
    ""Obstetrics & Gynecology""
  ],
  ""symptoms"": [],
  ""condition"": ""Chlamydia"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
I'm 4 days late for my period I am very stressed 2 nights i was about 10 hours late taking my birth control he did pull out. Could i be pregnant?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Primary Care"",
    ""Endocrinology""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Stressed"",
  ""urgency_level"": ""Medium""
}"
"I'm 5 weeks pregnant and this morning had brownish spotting, my gyn said this is normal and ita was due to implantation, should I be worried?","{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""brownish spotting""
  ],
  ""condition"": ""Pregnancy"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"I'm on my period, and i had unprotected sex, and he came inside me. 2 days later, the bleeding from my period stopped. Is that a chance of pregnancy?","{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Primary Care"",
    ""Internal Medicine""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
I'm on opioids & want off. I am very messed up psychologically from my husband leaving me and I'm depressed. Dr put me on anti dep. Not working.?,"{
  ""department"": ""Mental Health"",
  ""accepted_department"": [
    ""Mental Health"",
    ""Substance Abuse"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""depression"",
    ""psychological distress""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Distressed"",
  ""urgency_level"": ""Medium""
}"
"I m taking Clomid (clomiphene) since 3/4 month and my cycle 29 days, I m testing my ovulation every time and getting positive on 14/15 days and for 4 days is it ok?","{
  ""department"": ""Reproductive Health"",
  ""accepted_department"": [
    ""Reproductive Health"",
    ""Endocrinology"",
    ""OB/GYN""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
I'm taking prednisone for erythema multiforme and combined it with Nabumetone. A sunburn like rash has formed on my chest and arms. Please advice.?,"{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Dermatology"",
    ""Rheumatology"",
    ""Allergy & Immunology""
  ],
  ""symptoms"": [
    ""sunburn like rash""
  ],
  ""condition"": ""Erythema Multiforme"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"I'm training for a marathon and am having pain in my plantaris muscle, how can I help myself?","{
  ""department"": ""Sports Medicine"",
  ""accepted_department"": [
    ""Sports Medicine"",
    ""Orthopedics"",
    ""Physical Therapy""
  ],
  ""symptoms"": [
    ""pain in plantaris muscle""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"I recently stopped birth control. My last period was16 oct, my cycles last about 32 days. I started noticing light blood from nov 2 until 15th?","{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Reproductive Health""
  ],
  ""symptoms"": [
    ""light blood""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Neutral"",
  ""urgency_level"": ""Medium""
}"
Is a brain injury/ brain damage considered to be the same as a mental illness?,"{
  ""department"": ""Neurology"",
  ""accepted_department"": [
    ""Neurology"",
    ""Mental Health"",
    ""Neurosurgery""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Is banana fattening? Some people say combining banana with milk makes you gain weight. Some say banana in itself cause fat. What is true??,"{
  ""department"": ""Nutrition"",
  ""accepted_department"": [
    ""Nutrition"",
    ""Dietary"",
    ""Endocrinology""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
Is it.Okay to brush after filling?,"{
  ""department"": ""Dental"",
  ""accepted_department"": [
    ""Dental"",
    ""Oral Surgery"",
    ""Primary Care""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Neutral"",
  ""urgency_level"": ""Low""
}"
Is it possible for a seven panel urine drug screen to distinguish between Vyvanse (lisdexamfetamine) and concerta?,"{
  ""department"": ""Mental Health"",
  ""accepted_department"": [
    ""Mental Health"",
    ""Substance Abuse"",
    ""Pharmacology""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Is there a way I can talk to someone about the subscription I just purchased for your service?,"{
  ""department"": ""Customer Service"",
  ""accepted_department"": [
    ""Customer Service"",
    ""Support"",
    ""Billing""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Neutral"",
  ""urgency_level"": ""Low""
}"
"I took Plan B on Feb. 11th, 2015 after having unprotected sex two days before. Now tonight I had protected sex, but the condom broke. I am wondering if the Plan B is still effective 5 days later? And if not, is it safe to consume another Plan B pill?","{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Primary Care"",
    ""Emergency Medicine""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
I took the morning after pill last sat am and started nuvaring that evening. I removed nuvaring 2 days ago and not started. That normal?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Pharmacy""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Unsure"",
  ""urgency_level"": ""Medium""
}"
I've been diagnosed with acid reflux GERD heartburn anxiety and pharyngitis I have been constipated for a week i went today and there was a white spot?,"{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Internal Medicine"",
    ""Mental Health""
  ],
  ""symptoms"": [
    ""heartburn"",
    ""anxiety"",
    ""constipation"",
    ""white spot in throat""
  ],
  ""condition"": ""GERD, Anxiety, Pharyngitis"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
I've been taking 25mg Benadryl (diphenhydramine) 2-3 time a day for about 6 months for involuntary movements. What can I expect as withdrawal symptoms if I stop?,"{
  ""department"": ""Neurology"",
  ""accepted_department"": [
    ""Neurology"",
    ""Mental Health"",
    ""Pharmacology""
  ],
  ""symptoms"": [
    ""involuntary movements""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"I've had this bruise on my thigh for at least two months, and it still hasn't healed. Could it be skin cancer?","{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Dermatology"",
    ""Oncology"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""bruise""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
I've noticed that after a few weeks of working out when i eat something it messes with my stomach and i end up with diarrhea before bed. Why?,"{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Nutrition"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""diarrhea""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Medium""
}"
I was using the bathroom and was cleaning the toilet after I finished I had a bandaid on both hands I raised the seat to clean it looked like dryblood?,"{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Dermatology"",
    ""Infectious Disease"",
    ""General Surgery""
  ],
  ""symptoms"": [
    ""dry blood""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
I would like help with my toddler. How do you cure a yeast infection?,"{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Dermatology"",
    ""Infectious Disease""
  ],
  ""symptoms"": [],
  ""condition"": ""Yeast Infection"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"Kleptomania, can it be passed down in the genes?","{
  ""department"": ""Mental Health"",
  ""accepted_department"": [
    ""Mental Health"",
    ""Genetics""
  ],
  ""symptoms"": [],
  ""condition"": ""Kleptomania"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
"Last week, doctor put me me on omeprazole for gastritis (no prior stomach issues.)  since then, i've had a few green poops of middling consistency.  ?","{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Internal Medicine"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""green stool""
  ],
  ""condition"": ""Gastritis"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"My baby has red pimple like bumps on her arm and leg, they look almost like bug bites. They just appear. What could they be?","{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Dermatology"",
    ""Allergy & Immunology""
  ],
  ""symptoms"": [
    ""red pimple like bumps""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"My boyfriend has been experiencing shortness of breathe for the past week, he went to the doctor they checked all his vital signs and his oxygen level and everything came back a okay, do you have any idea what the problem may be ? Please help i'm really w","{
  ""department"": ""Pulmonology"",
  ""accepted_department"": [
    ""Pulmonology"",
    ""Internal Medicine"",
    ""Cardiology""
  ],
  ""symptoms"": [
    ""shortness of breath""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"My ccp ab IgG came back at 221, sed in january 15 to now at 50. I was then put on prednisone until I see the RA may 6th. What my safest treatment?","{
  ""department"": ""Rheumatology"",
  ""accepted_department"": [
    ""Rheumatology"",
    ""Allergy & Immunology"",
    ""Internal Medicine""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
My daughter is still displaying symptoms of type 1 diabetes. What can we do?,"{
  ""department"": ""Endocrinology"",
  ""accepted_department"": [
    ""Endocrinology"",
    ""Pediatrics"",
    ""Diabetes Education""
  ],
  ""symptoms"": [],
  ""condition"": ""Type 1 Diabetes"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
My father is 81 and has Parkinson's disease for the last 3 years. He can't even move his hands & legs. What can I do to support him?,"{
  ""department"": ""Neurology"",
  ""accepted_department"": [
    ""Neurology"",
    ""Geriatrics"",
    ""Physical Therapy""
  ],
  ""symptoms"": [
    ""inability to move hands"",
    ""inability to move legs""
  ],
  ""condition"": ""Parkinson's disease"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
My first sonogram said I was 7 weeks pregnant due date 3/22. Next appointment (5 weeks later) sono measured bby at 13weeks. Duedate changed to 3/15. Y?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Maternal-Fetal Medicine""
  ],
  ""symptoms"": [],
  ""condition"": ""Pregnancy"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
My gf had her period then after 2days. We had sex she took planb its been 2week already she hasnt had her period is it because she just had her period?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Primary Care"",
    ""Reproductive Health""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
My wife toke Plan B and 6 days later she started to spot for 2 days and stop could she be pregnant or its cause she been of Depo-Provera only a year?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""spotting""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
Numbness on right side of my cheek  some twitching no other symptoms elsewhere what could it be?,"{
  ""department"": ""Neurology"",
  ""accepted_department"": [
    ""Neurology"",
    ""Emergency Medicine"",
    ""Internal Medicine""
  ],
  ""symptoms"": [
    ""Numbness on right side of cheek"",
    ""Twitching""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"On 30mg Synthoid. Was on Armour. Liked Armour, but PCP switched. All internet chatter sings praises of Armour and blasts Synthoid. Why?  Armour better","{
  ""department"": ""Endocrinology"",
  ""accepted_department"": [
    ""Endocrinology"",
    ""Internal Medicine"",
    ""Pharmacy""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Frustration"",
  ""urgency_level"": ""Low""
}"
"On Clomid (clomiphene) Just finished taking last pill. Just noticed if I squeeze right nipple quite strongly, a very tiny amount of clear sticky liquid came out?","{
  ""department"": ""Endocrinology"",
  ""accepted_department"": [
    ""Endocrinology"",
    ""OB/GYN"",
    ""Reproductive Health""
  ],
  ""symptoms"": [
    ""clear sticky liquid from nipple""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Neutral"",
  ""urgency_level"": ""Medium""
}"
